Mi 6. Mai 11:32:27 CEST 2015 Starting regionserver on master
/home/hwb/Documents/hbase-0.98.12-hadoop1/bin/hbase-daemon.sh: line 207: core: command not found
2015-05-06 11:32:29,419 INFO  [main] util.VersionInfo: HBase 0.98.12-hadoop1
2015-05-06 11:32:29,423 INFO  [main] util.VersionInfo: Subversion git://aspire/home/apurtell/src/hbase -r bbf8bf4362e858bd9bd0511c9289c31b09b7a927
2015-05-06 11:32:29,423 INFO  [main] util.VersionInfo: Compiled by apurtell on Thu Apr  9 18:55:45 PDT 2015
2015-05-06 11:32:30,057 INFO  [main] util.ServerCommandLine: env:LC_TELEPHONE=de_DE.UTF-8
2015-05-06 11:32:30,057 INFO  [main] util.ServerCommandLine: env:JAVA_HOME=/usr
2015-05-06 11:32:30,057 INFO  [main] util.ServerCommandLine: env:SHLVL=3
2015-05-06 11:32:30,057 INFO  [main] util.ServerCommandLine: env:HBASE_LOG_DIR=/home/hwb/Documents/hbase-0.98.12-hadoop1/bin/../logs
2015-05-06 11:32:30,057 INFO  [main] util.ServerCommandLine: env:HBASE_HOME=/home/hwb/Documents/hbase-0.98.12-hadoop1/bin/..
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:HBASE_OPTS=-XX:+UseConcMarkSweepGC   -Dhbase.log.dir=/home/hwb/Documents/hbase-0.98.12-hadoop1/bin/../logs -Dhbase.log.file=hbase-hwb-regionserver-master.log -Dhbase.home.dir=/home/hwb/Documents/hbase-0.98.12-hadoop1/bin/.. -Dhbase.id.str=hwb -Dhbase.root.logger=INFO,RFA -Dhbase.security.logger=INFO,RFAS
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:HBASE_ENV_INIT=true
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:SSH_CLIENT=127.0.0.1 51043 22
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:LC_NUMERIC=de_DE.UTF-8
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:LC_NAME=de_DE.UTF-8
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:MAIL=/var/mail/hwb
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:HBASE_ZNODE_FILE=/tmp/hbase-hwb-regionserver.znode
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:PWD=/home/hwb/Documents/hbase-0.98.12-hadoop1
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:LC_PAPER=de_DE.UTF-8
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:LOGNAME=hwb
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:LC_IDENTIFICATION=de_DE.UTF-8
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:HBASE_NICENESS=0
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:HBASE_REST_OPTS=
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:MALLOC_ARENA_MAX=4
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:SSH_CONNECTION=127.0.0.1 51043 127.0.1.1 22
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:LC_ADDRESS=de_DE.UTF-8
2015-05-06 11:32:30,058 INFO  [main] util.ServerCommandLine: env:SHELL=/bin/bash
2015-05-06 11:32:30,059 INFO  [main] util.ServerCommandLine: env:HBASE_ROOT_LOGGER=INFO,RFA
